Minutes Spent,age,device,gender,education,projectID,startedAt,yearOfBirth,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,Run,Program Version,Time Started (UTC),Position,Are you a U.S. citizen and have you already decided to vote for either Joe Biden or Donald Trump for president? (thggqwv),in_GCF_description,in_GCF_risks,Do you consent to participate and agree to these terms? (oo4eyne),agreementScale,America is the best country on earth. (mjzf8w3),I lean conservative on *social* issues (sgmm4bs),Wealthy people are usually wealthy because they worked hard and contributed to society. (h98xuob),There is too much wealth *inequality* in America. (xi8mo6h),Vaccines usually cause more harm than good. (q281jh3),Our country needs free thinkers who have the courage to defy traditional ways. (oin2m4l),"We would be better off if we kicked all the non-citizen immigrants out of our our country, including kicking out those that came here legally. (uox3hud)",There is too much political correctness in this country. (60if1be),My opinion of Donald Trump has gotten worse over the past 4 years. (d1ac29q),"It-s very important that we protect U.S. jobs, and not allow them to disappear to foreign countries. (ailba3w)",We should have a lot of restrictions on the purchase of guns. (jph5o03),There are sometimes good reasons to spank or slap a child. (cp2dqnc),I think that the government should forgive all student debt. (b1r6ndx),Masculinity is mainly a bad thing. (k41q290),Humanity has a significant chance of going extinct in the next 100 years. (iqhz0mc),The fact that animals are commonly kept in tiny cages for most of their lives on factory farms is immoral. (ym9u90o),Corporations should not be trusted. (v40g3rw)
17.02,43,desktop,male,completedMastersDegree,500ce6da,10/1/20 12:22,1977,6,United States,"$40,000 to $59,999",0.0,3,50000,5712559,131,10/1/20 16:24,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,1,-1,2,-1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,-2.0
36.58,33,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 12:34,1987,5,United States,"$40,000 to $59,999",0.0,3,50000,5712581,131,10/1/20 16:35,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,1,3,-3,3.0,-2.0,-2.0,2.0,1.0,3.0,-2.0,2.0,-2.0,0.0,2.0,0.0
57.15,47,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 13:46,1973,5,United States,"$40,000 to $59,999",0.0,3,50000,5712759,131,10/1/20 17:47,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,-1,3,-3,2.0,-3.0,0.0,3.0,2.0,3.0,0.0,2.0,-2.0,-1.0,1.0,2.0
27.48,68,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/1/20 14:03,1952,2,United States,"$25,000 to $39,999",1.0,2,32500,5712876,131,10/1/20 18:39,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,-1,3,-2,2.0,-3.0,1.0,3.0,2.0,3.0,-2.0,2.0,0.0,-2.0,3.0,1.0
24.57,57,desktop,female,completedBachelorsDegree,500ce6da,10/1/20 14:08,1963,5,United States,"$10,000 to $24,999",1.0,1,17500,5712803,131,10/1/20 18:09,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,2,3.0,-3.0,-3.0,3.0,0.0,3.0,-2.0,3.0,2.0,2.0,2.0,3.0
25.5,33,desktop,male,completedAssociateDegreeOnly,500ce6da,10/1/20 16:10,1987,4,United States,"$60,000 to $84,999",0.0,4,72500,5713073,131,10/1/20 20:10,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-1,-1,-2,1.0,2.0,1.0,-1.0,-2.0,-2.0,-2.0,0.0,-1.0,1.0,-2.0,-1.0
45.43,65,desktop,male,completedMastersDegree,500ce6da,10/1/20 16:10,1955,6,United States,"$150,000 to $199,999",0.0,7,175000,5713082,131,10/1/20 20:12,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,-2,3,-3,2.0,-3.0,-3.0,3.0,1.0,3.0,-2.0,1.0,0.0,-2.0,2.0,1.0
66.4,31,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/1/20 16:10,1989,2,United States,"$60,000 to $84,999",0.0,4,72500,5713084,131,10/1/20 20:13,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,2,-2,-1,-3.0,3.0,3.0,-3.0,3.0,-3.0,1.0,-2.0,-3.0,-2.0,-1.0,0.0
56.33,45,desktop,male,completedAssociateDegreeOnly,500ce6da,10/1/20 16:10,1975,4,United States,"$150,000 to $199,999",0.0,7,175000,5713117,131,10/1/20 20:24,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,1,2,-3,1.0,-3.0,-2.0,2.0,1.0,3.0,1.0,-1.0,-3.0,0.0,3.0,0.0
23.8,57,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/1/20 16:11,1963,2,United States,"$60,000 to $84,999",1.0,4,72500,5713076,131,10/1/20 20:11,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,1,2,1,1.0,-1.0,0.0,3.0,2.0,0.0,-2.0,2.0,-2.0,-1.0,3.0,1.0
25.25,36,desktop,female,completedBachelorsDegree,500ce6da,10/1/20 16:12,1984,5,United States,"$115,000 to $149,999",1.0,6,132500,5713096,131,10/1/20 20:16,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,1,2,-2,-2.0,-1.0,2.0,-2.0,1.0,2.0,0.0,2.0,-2.0,-2.0,2.0,-2.0
26.43,50,desktop,female,completedAssociateDegreeOnly,500ce6da,10/1/20 16:16,1970,4,United States,"$115,000 to $149,999",1.0,6,132500,5713099,131,10/1/20 20:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,1,-1,-3,1.0,-3.0,2.0,3.0,3.0,-1.0,1.0,-2.0,-3.0,-2.0,3.0,1.0
28.68,58,,female,completedAssociateDegreeOnly,500ce6da,10/1/20 16:21,1962,4,United States,"$85,000 to $114,999",1.0,5,100000,5713110,131,10/1/20 20:22,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,3,-3,-3,-3.0,2.0,3.0,-3.0,3.0,-1.0,1.0,3.0,-3.0,0.0,3.0,-1.0
22.15,33,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 16:28,1987,5,United States,"$25,000 to $39,999",0.0,2,32500,5713132,131,10/1/20 20:31,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-2,3,-2,3.0,0.0,3.0,2.0,0.0,-3.0,2.0,3.0,-3.0,0.0,3.0,2.0
44.65,51,desktop,male,completedAssociateDegreeOnly,500ce6da,10/1/20 16:31,1969,4,United States,"Less than $9,999",0.0,0,4500,5713137,131,10/1/20 20:34,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,1,-1,2,2.0,-1.0,2.0,1.0,2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,2.0
